,Review,date,Location,Translated,Address,Country,room_review,hotel_review,amenities_review,price_review,washroom_review,food_review,staff_review,Sentiment
5317,I only live an hour from the city but I have never stayed overnight until recently at this hotel All I have to say is that I couldn’t have asked for a better first experience I was staying over in the city for a very special occasion and this hotel made it even better I got…,2018-12-01,,I only live an hour from the city but I have never stayed overnight until recently at this hotel All I have to say is that I couldn’t have asked for a better first experience I was staying over in the city for a very special occasion and this hotel made it even better I got…,None,None,1,1,0,0,0,0,0,POSITIVE
5318,Me and my friend stayed stayed here on our first trip to New York it seems to be the most popular in the travel agentsNew York forums amongst many different travellers We got the train and off at pennyslvania station it’s right across the road so easy access and a short…,2018-12-01,,Me and my friend stayed stayed here on our first trip to New York it seems to be the most popular in the travel agentsNew York forums amongst many different travellers We got the train and off at pennyslvania station it’s right across the road so easy access and a short…,None,None,1,0,0,0,0,0,0,POSITIVE
5319,I was not a guest of the New Yorker Wyndam Hotel however I was so disappointed by the hotel staff that I will never stay there My husband was staying there on business which happened to overlap with his birthday In the 18 years we have been together we have never been…,2018-12-01,,I was not a guest of the New Yorker Wyndam Hotel however I was so disappointed by the hotel staff that I will never stay there My husband was staying there on business which happened to overlap with his birthday In the 18 years we have been together we have never been…,None,None,1,1,0,0,0,0,1,NEGATIVE
5320,We had two rooms on the 27th floor of the New Yorker The plus point were the views directly of the Empire State Building and the friendly staff in the hotel especially the cheery guy who serves the coffees and teas in the foyer The shower was a bit weird it was either very…,2018-12-01,,We had two rooms on the 27th floor of the New Yorker The plus point were the views directly of the Empire State Building and the friendly staff in the hotel especially the cheery guy who serves the coffees and teas in the foyer The shower was a bit weird it was either very…,None,None,1,1,0,1,1,1,1,POSITIVE
5321,Stayed in the new Yorker hotel for 4 nights on our first night stayed in a room on floor 22 the room was very tired and dated needed a lick of paint but on our second night we were moved to the 31st floor which had been refurbished and was lovely very cleantowels and soap and…,2018-12-01,,Stayed in the new Yorker hotel for 4 nights on our first night stayed in a room on floor 22 the room was very tired and dated needed a lick of paint but on our second night we were moved to the 31st floor which had been refurbished and was lovely very cleantowels and soap and…,None,None,1,1,0,0,1,0,0,NEGATIVE
5322,Really good stay here reception is beautiful n staff really helpful in the morning there is a small coffee bar open serving drinks and pastries Lifts are a bit of a pain stopping at every floor when you are on the 27th or 40th floor Rooms are very clean but do need…,2018-12-01,,Really good stay here reception is beautiful n staff really helpful in the morning there is a small coffee bar open serving drinks and pastries Lifts are a bit of a pain stopping at every floor when you are on the 27th or 40th floor Rooms are very clean but do need…,None,None,1,1,1,1,0,1,1,POSITIVE
5323,Great location close to Empire State Building Macys and walking distance to Times Square Tic Tock diner attached to the hotel good food and quite reasonable Rooms in hotel are small but adequate for 2 Security is good in the hotel The staff on reception are unfriendly we…,2018-12-01,,Great location close to Empire State Building Macys and walking distance to Times Square Tic Tock diner attached to the hotel good food and quite reasonable Rooms in hotel are small but adequate for 2 Security is good in the hotel The staff on reception are unfriendly we…,None,None,0,1,0,0,0,1,1,POSITIVE
5324,Great location We traveled into NYC by train and it is only a half block from Penn Station They upgraded us to a corner suite with an incredible view so we were blown away by their service We will be back,2018-12-01,,Great location We traveled into NYC by train and it is only a half block from Penn Station They upgraded us to a corner suite with an incredible view so we were blown away by their service We will be back,None,None,0,1,0,0,0,0,1,POSITIVE
5325,This hotel has been around a long time and despite renovations is weary The decor in the room was dull and beige My room did not have a good view and was dreary and dismal not much light was let in from the window While the bedding was new and updated the furniture…,2018-12-01,,This hotel has been around a long time and despite renovations is weary The decor in the room was dull and beige My room did not have a good view and was dreary and dismal not much light was let in from the window While the bedding was new and updated the furniture…,None,None,1,1,0,0,0,0,0,NEGATIVE
5326,Stayed for two nights on a brief trip to NY The location is great right by Penn Station and loads of shops nearby We arrived much earlier than expected and were pre checked in and were able to leave our bags whilst we went sight seeing The room was good although pretty…,2018-12-01,,Stayed for two nights on a brief trip to NY The location is great right by Penn Station and loads of shops nearby We arrived much earlier than expected and were pre checked in and were able to leave our bags whilst we went sight seeing The room was good although pretty…,None,None,1,1,0,0,0,0,0,POSITIVE
5327,Spent 4 nights at the New Yorker and we opted for a Double Metro Room with a View great view of the Empire State Building Only downside to this was it was a little noisy with the traffic and the sirens but I expected it in New York Rooms were clean and the Double Metro…,2018-12-01,,Spent 4 nights at the New Yorker and we opted for a Double Metro Room with a View great view of the Empire State Building Only downside to this was it was a little noisy with the traffic and the sirens but I expected it in New York Rooms were clean and the Double Metro…,None,None,1,1,0,0,0,0,0,POSITIVE
